テキスト,カテゴリ
2024-06-23 ジェイゾロフト錠25mg,ジェイゾロフト錠25mg
ジスロン錠 10mg,ジスロン錠 10mg
2024-03-30 ジスロン錠 10mg,ジスロン錠 10mg
2023-04-30 ジスロン錠 10mg,ジスロン錠 10mg
2024-10-29 ジスロン錠 10mg,ジスロン錠 10mg
2024-11-22 ジスロン錠 10mg,ジスロン錠 10mg
2024-04-06 ジスロン錠 10mg,ジスロン錠 10mg
ジプレキサザイディス錠10mg,ジプレキサザイディス錠10mg
2023-08-12 ジプレキサザイディス錠10mg,ジプレキサザイディス錠10mg
2023-10-07 ジプレキサザイディス錠10mg,ジプレキサザイディス錠10mg
2024-01-04 ジプレキサザイディス錠10mg,ジプレキサザイディス錠10mg
2023-09-07 ジプレキサザイディス錠10mg,ジプレキサザイディス錠10mg
2024-03-03 ジプレキサザイディス錠10mg,ジプレキサザイディス錠10mg
ジプレキサ細粒1%,ジプレキサ細粒1%
2023-10-06 ジプレキサ細粒1%,ジプレキサ細粒1%
2024-06-10 ジプレキサ細粒1%,ジプレキサ細粒1%
2023-09-20 ジプレキサ細粒1%,ジプレキサ細粒1%
2023-07-12 ジプレキサ細粒1%,ジプレキサ細粒1%
2024-11-07 ジプレキサ細粒1%,ジプレキサ細粒1%
ジメトックス錠1 1mg,ジメトックス錠1 1mg
2023-10-20 ジメトックス錠1 1mg,ジメトックス錠1 1mg
2023-11-27 ジメトックス錠1 1mg,ジメトックス錠1 1mg
2023-09-19 ジメトックス錠1 1mg,ジメトックス錠1 1mg
2023-07-18 ジメトックス錠1 1mg,ジメトックス錠1 1mg
2023-08-04 ジメトックス錠1 1mg,ジメトックス錠1 1mg
シンベラミンD錠0.25mg,シンベラミンD錠0.25mg
2023-12-16 シンベラミンD錠0.25mg,シンベラミンD錠0.25mg
2024-09-10 シンベラミンD錠0.25mg,シンベラミンD錠0.25mg
2023-11-16 シンベラミンD錠0.25mg,シンベラミンD錠0.25mg
2024-02-01 シンベラミンD錠0.25mg,シンベラミンD錠0.25mg
2023-04-03 シンベラミンD錠0.25mg,シンベラミンD錠0.25mg
スイロリン細粒 1%,スイロリン細粒 1%
2023-10-09 スイロリン細粒 1%,スイロリン細粒 1%
2024-08-21 スイロリン細粒 1%,スイロリン細粒 1%
2024-05-01 スイロリン細粒 1%,スイロリン細粒 1%
2023-02-08 スイロリン細粒 1%,スイロリン細粒 1%
2024-10-04 スイロリン細粒 1%,スイロリン細粒 1%
スカノーゼン錠100 100mg,スカノーゼン錠100 100mg
2024-12-16 スカノーゼン錠100 100mg,スカノーゼン錠100 100mg
2024-11-14 スカノーゼン錠100 100mg,スカノーゼン錠100 100mg
2025-01-03 スカノーゼン錠100 100mg,スカノーゼン錠100 100mg
2023-08-19 スカノーゼン錠100 100mg,スカノーゼン錠100 100mg
2024-04-18 スカノーゼン錠100 100mg,スカノーゼン錠100 100mg
スカルナーゼ錠1mg,スカルナーゼ錠1mg
2024-05-03 スカルナーゼ錠1mg,スカルナーゼ錠1mg
2024-01-12 スカルナーゼ錠1mg,スカルナーゼ錠1mg
2024-12-24 スカルナーゼ錠1mg,スカルナーゼ錠1mg
2023-02-13 スカルナーゼ錠1mg,スカルナーゼ錠1mg
2024-04-18 スカルナーゼ錠1mg,スカルナーゼ錠1mg
スルトプリド塩酸塩「アメル」,スルトプリド塩酸塩「アメル」
2024-01-26 スルトプリド塩酸塩「アメル」,スルトプリド塩酸塩「アメル」
2024-01-21 スルトプリド塩酸塩「アメル」,スルトプリド塩酸塩「アメル」
2025-01-03 スルトプリド塩酸塩「アメル」,スルトプリド塩酸塩「アメル」
2024-04-21 スルトプリド塩酸塩「アメル」,スルトプリド塩酸塩「アメル」
2023-02-11 スルトプリド塩酸塩「アメル」,スルトプリド塩酸塩「アメル」
スピロピタン散 0.3%,スピロピタン散 0.3%
2023-06-19 スピロピタン散 0.3%,スピロピタン散 0.3%
2023-08-03 スピロピタン散 0.3%,スピロピタン散 0.3%
2023-02-13 スピロピタン散 0.3%,スピロピタン散 0.3%
2024-05-18 スピロピタン散 0.3%,スピロピタン散 0.3%
2023-03-13 スピロピタン散 0.3%,スピロピタン散 0.3%
スルピリド錠100mg(TYK),スルピリド錠100mg(TYK)
2024-01-27 スルピリド錠100mg(TYK),スルピリド錠100mg(TYK)
2024-11-13 スルピリド錠100mg(TYK),スルピリド錠100mg(TYK)
2023-06-14 スルピリド錠100mg(TYK),スルピリド錠100mg(TYK)
2023-07-17 スルピリド錠100mg(TYK),スルピリド錠100mg(TYK)
2024-07-12 スルピリド錠100mg(TYK),スルピリド錠100mg(TYK)
スルモンチール散10%,スルモンチール散10%
2024-10-02 スルモンチール散10%,スルモンチール散10%
2023-08-02 スルモンチール散10%,スルモンチール散10%
2023-08-22 スルモンチール散10%,スルモンチール散10%
2023-11-20 スルモンチール散10%,スルモンチール散10%
2024-08-13 スルモンチール散10%,スルモンチール散10%
ゾピクロン錠,ゾピクロン錠
2024-03-21 ゾピクロン錠,ゾピクロン錠
2023-09-29 ゾピクロン錠,ゾピクロン錠
2024-02-01 ゾピクロン錠,ゾピクロン錠
2024-03-18 ゾピクロン錠,ゾピクロン錠
2023-08-04 ゾピクロン錠,ゾピクロン錠
ジアゼパム錠「ツルハラ」,ジアゼパム錠「ツルハラ」
2023-07-18 ジアゼパム錠「ツルハラ」,ジアゼパム錠「ツルハラ」
2023-09-03 ジアゼパム錠「ツルハラ」,ジアゼパム錠「ツルハラ」
2024-05-30 ジアゼパム錠「ツルハラ」,ジアゼパム錠「ツルハラ」
2023-05-10 ジアゼパム錠「ツルハラ」,ジアゼパム錠「ツルハラ」
2023-10-16 ジアゼパム錠「ツルハラ」,ジアゼパム錠「ツルハラ」
ゼストロミン錠 0.25mg,ゼストロミン錠 0.25mg
2024-01-17 ゼストロミン錠 0.25mg,ゼストロミン錠 0.25mg
2023-11-18 ゼストロミン錠 0.25mg,ゼストロミン錠 0.25mg
2023-09-23 ゼストロミン錠 0.25mg,ゼストロミン錠 0.25mg
2024-10-19 ゼストロミン錠 0.25mg,ゼストロミン錠 0.25mg
2024-11-06 ゼストロミン錠 0.25mg,ゼストロミン錠 0.25mg
セディール錠10 10mg,セディール錠10 10mg
2024-05-05 セディール錠10 10mg,セディール錠10 10mg
2024-09-17 セディール錠10 10mg,セディール錠10 10mg
2023-07-30 セディール錠10 10mg,セディール錠10 10mg
2023-11-23 セディール錠10 10mg,セディール錠10 10mg
2023-04-16 セディール錠10 10mg,セディール錠10 10mg
エチゾラム細粒1%「JG」,エチゾラム細粒1%「JG」
2025-01-14 エチゾラム細粒1%「JG」,エチゾラム細粒1%「JG」
2024-02-11 エチゾラム細粒1%「JG」,エチゾラム細粒1%「JG」
2023-08-30 エチゾラム細粒1%「JG」,エチゾラム細粒1%「JG」
2023-05-09 エチゾラム細粒1%「JG」,エチゾラム細粒1%「JG」
2024-08-21 エチゾラム細粒1%「JG」,エチゾラム細粒1%「JG」
セトウス細粒 10%,セトウス細粒 10%
2024-02-06 セトウス細粒 10%,セトウス細粒 10%
2025-01-05 セトウス細粒 10%,セトウス細粒 10%
2023-04-18 セトウス細粒 10%,セトウス細粒 10%
2023-12-07 セトウス細粒 10%,セトウス細粒 10%
2024-06-19 セトウス細粒 10%,セトウス細粒 10%
セニラン細粒 1%,セニラン細粒 1%
2023-11-24 セニラン細粒 1%,セニラン細粒 1%
2024-11-22 セニラン細粒 1%,セニラン細粒 1%
2023-06-01 セニラン細粒 1%,セニラン細粒 1%
2024-10-23 セニラン細粒 1%,セニラン細粒 1%
2023-09-23 セニラン細粒 1%,セニラン細粒 1%
セパゾン散1%,セパゾン散1%
2024-08-27 セパゾン散1%,セパゾン散1%
2024-03-15 セパゾン散1%,セパゾン散1%
2023-02-02 セパゾン散1%,セパゾン散1%
2023-05-31 セパゾン散1%,セパゾン散1%
2024-12-02 セパゾン散1%,セパゾン散1%
チミペロン細粒「アメル」,チミペロン細粒「アメル」
2023-09-19 チミペロン細粒「アメル」,チミペロン細粒「アメル」
2023-03-02 チミペロン細粒「アメル」,チミペロン細粒「アメル」
2024-10-05 チミペロン細粒「アメル」,チミペロン細粒「アメル」
2024-01-22 チミペロン細粒「アメル」,チミペロン細粒「アメル」
2024-12-15 チミペロン細粒「アメル」,チミペロン細粒「アメル」
セレナール散10%,セレナール散10%
2023-06-15 セレナール散10%,セレナール散10%
2023-12-13 セレナール散10%,セレナール散10%
2024-10-04 セレナール散10%,セレナール散10%
2023-12-29 セレナール散10%,セレナール散10%
2024-01-25 セレナール散10%,セレナール散10%
セロクエル100mg錠,セロクエル100mg錠
2023-11-03 セロクエル100mg錠,セロクエル100mg錠
2023-02-01 セロクエル100mg錠,セロクエル100mg錠
2024-06-13 セロクエル100mg錠,セロクエル100mg錠
2024-09-24 セロクエル100mg錠,セロクエル100mg錠
2023-03-19 セロクエル100mg錠,セロクエル100mg錠
ゾピバン錠7.5 7.5mg,ゾピバン錠7.5 7.5mg
2024-12-25 ゾピバン錠7.5 7.5mg,ゾピバン錠7.5 7.5mg
2024-05-21 ゾピバン錠7.5 7.5mg,ゾピバン錠7.5 7.5mg
2023-09-12 ゾピバン錠7.5 7.5mg,ゾピバン錠7.5 7.5mg
2023-06-05 ゾピバン錠7.5 7.5mg,ゾピバン錠7.5 7.5mg
2024-05-08 ゾピバン錠7.5 7.5mg,ゾピバン錠7.5 7.5mg
レボメプロマジン「アメル」,レボメプロマジン「アメル」
2024-07-30 レボメプロマジン「アメル」,レボメプロマジン「アメル」
2024-06-27 レボメプロマジン「アメル」,レボメプロマジン「アメル」
2024-06-22 レボメプロマジン「アメル」,レボメプロマジン「アメル」
2024-11-30 レボメプロマジン「アメル」,レボメプロマジン「アメル」
2023-07-28 レボメプロマジン「アメル」,レボメプロマジン「アメル」
ソメリン細粒 1%,ソメリン細粒 1%
2023-06-21 ソメリン細粒 1%,ソメリン細粒 1%
2023-12-28 ソメリン細粒 1%,ソメリン細粒 1%
2023-12-22 ソメリン細粒 1%,ソメリン細粒 1%
2023-10-01 ソメリン細粒 1%,ソメリン細粒 1%
2023-05-23 ソメリン細粒 1%,ソメリン細粒 1%
ソラナックス0.4mg錠,ソラナックス0.4mg錠
2024-09-03 ソラナックス0.4mg錠,ソラナックス0.4mg錠
2024-06-24 ソラナックス0.4mg錠,ソラナックス0.4mg錠
2024-10-24 ソラナックス0.4mg錠,ソラナックス0.4mg錠
2023-04-21 ソラナックス0.4mg錠,ソラナックス0.4mg錠
2023-11-24 ソラナックス0.4mg錠,ソラナックス0.4mg錠
ソレントミン錠 0.25mg,ソレントミン錠 0.25mg
2024-09-10 ソレントミン錠 0.25mg,ソレントミン錠 0.25mg
2023-11-16 ソレントミン錠 0.25mg,ソレントミン錠 0.25mg
2024-08-27 ソレントミン錠 0.25mg,ソレントミン錠 0.25mg
2023-04-10 ソレントミン錠 0.25mg,ソレントミン錠 0.25mg
2024-11-21 ソレントミン錠 0.25mg,ソレントミン錠 0.25mg
チスボン錠10 10mg,チスボン錠10 10mg
2023-12-01 チスボン錠10 10mg,チスボン錠10 10mg
2024-04-15 チスボン錠10 10mg,チスボン錠10 10mg
2024-11-20 チスボン錠10 10mg,チスボン錠10 10mg
2023-06-09 チスボン錠10 10mg,チスボン錠10 10mg
2024-01-14 チスボン錠10 10mg,チスボン錠10 10mg
トフィソパム細粒10%「ツルハラ」,トフィソパム細粒10%「ツルハラ」
2023-12-23 トフィソパム細粒10%「ツルハラ」,トフィソパム細粒10%「ツルハラ」
2023-05-14 トフィソパム細粒10%「ツルハラ」,トフィソパム細粒10%「ツルハラ」
2023-04-02 トフィソパム細粒10%「ツルハラ」,トフィソパム細粒10%「ツルハラ」
2023-07-28 トフィソパム細粒10%「ツルハラ」,トフィソパム細粒10%「ツルハラ」
2024-01-30 トフィソパム細粒10%「ツルハラ」,トフィソパム細粒10%「ツルハラ」
テシプール錠 1mg,テシプール錠 1mg
2024-05-06 テシプール錠 1mg,テシプール錠 1mg
2024-08-15 テシプール錠 1mg,テシプール錠 1mg
2024-12-11 テシプール錠 1mg,テシプール錠 1mg
2024-05-21 テシプール錠 1mg,テシプール錠 1mg
2024-01-19 テシプール錠 1mg,テシプール錠 1mg
デジレル錠25 25mg,デジレル錠25 25mg
2024-03-06 デジレル錠25 25mg,デジレル錠25 25mg
2023-11-24 デジレル錠25 25mg,デジレル錠25 25mg
2023-02-01 デジレル錠25 25mg,デジレル錠25 25mg
2023-10-20 デジレル錠25 25mg,デジレル錠25 25mg
2024-12-16 デジレル錠25 25mg,デジレル錠25 25mg
デゾラム錠0.5mg,デゾラム錠0.5mg
2023-06-17 デゾラム錠0.5mg,デゾラム錠0.5mg
2024-05-02 デゾラム錠0.5mg,デゾラム錠0.5mg
2024-01-29 デゾラム錠0.5mg,デゾラム錠0.5mg
2024-07-10 デゾラム錠0.5mg,デゾラム錠0.5mg
2023-03-24 デゾラム錠0.5mg,デゾラム錠0.5mg
テトラミド錠10mg,テトラミド錠10mg
2024-08-01 テトラミド錠10mg,テトラミド錠10mg
2023-04-11 テトラミド錠10mg,テトラミド錠10mg
2023-06-01 テトラミド錠10mg,テトラミド錠10mg
2024-11-17 テトラミド錠10mg,テトラミド錠10mg
2023-07-07 テトラミド錠10mg,テトラミド錠10mg
デパス細粒1%,デパス細粒1%
2023-05-13 デパス細粒1%,デパス細粒1%
2024-05-04 デパス細粒1%,デパス細粒1%
2024-06-03 デパス細粒1%,デパス細粒1%
2024-12-10 デパス細粒1%,デパス細粒1%
2024-07-06 デパス細粒1%,デパス細粒1%
デプロメール錠25 25mg,デプロメール錠25 25mg
2024-09-05 デプロメール錠25 25mg,デプロメール錠25 25mg
2025-01-06 デプロメール錠25 25mg,デプロメール錠25 25mg
2023-08-11 デプロメール錠25 25mg,デプロメール錠25 25mg
2024-08-25 デプロメール錠25 25mg,デプロメール錠25 25mg
2024-01-12 デプロメール錠25 25mg,デプロメール錠25 25mg
エチゾラム錠0.5mg,エチゾラム錠0.5mg
2023-04-08 エチゾラム錠0.5mg,エチゾラム錠0.5mg
2024-05-07 エチゾラム錠0.5mg,エチゾラム錠0.5mg
2024-11-13 エチゾラム錠0.5mg,エチゾラム錠0.5mg
2023-04-29 エチゾラム錠0.5mg,エチゾラム錠0.5mg
2024-08-29 エチゾラム錠0.5mg,エチゾラム錠0.5mg
ドグマチール錠100mg,ドグマチール錠100mg
2024-01-25 ドグマチール錠100mg,ドグマチール錠100mg
2024-05-25 ドグマチール錠100mg,ドグマチール錠100mg
2024-06-28 ドグマチール錠100mg,ドグマチール錠100mg
2024-01-24 ドグマチール錠100mg,ドグマチール錠100mg
2023-03-26 ドグマチール錠100mg,ドグマチール錠100mg
トッカータ錠10mg,トッカータ錠10mg
2023-08-22 トッカータ錠10mg,トッカータ錠10mg
2023-09-27 トッカータ錠10mg,トッカータ錠10mg
2024-06-25 トッカータ錠10mg,トッカータ錠10mg
2023-06-11 トッカータ錠10mg,トッカータ錠10mg
2024-10-21 トッカータ錠10mg,トッカータ錠10mg
ドパリール錠10 10mg,ドパリール錠10 10mg
2024-02-22 ドパリール錠10 10mg,ドパリール錠10 10mg
2024-09-17 ドパリール錠10 10mg,ドパリール錠10 10mg
2023-10-09 ドパリール錠10 10mg,ドパリール錠10 10mg
2024-10-03 ドパリール錠10 10mg,ドパリール錠10 10mg
2024-09-19 ドパリール錠10 10mg,ドパリール錠10 10mg
トフィソパム錠 50mg,トフィソパム錠 50mg
2023-10-05 トフィソパム錠 50mg,トフィソパム錠 50mg
2024-11-04 トフィソパム錠 50mg,トフィソパム錠 50mg
2023-06-10 トフィソパム錠 50mg,トフィソパム錠 50mg
2024-06-12 トフィソパム錠 50mg,トフィソパム錠 50mg
2024-02-08 トフィソパム錠 50mg,トフィソパム錠 50mg
トフィルシン錠50 50mg,トフィルシン錠50 50mg
2023-12-09 トフィルシン錠50 50mg,トフィルシン錠50 50mg
2024-03-24 トフィルシン錠50 50mg,トフィルシン錠50 50mg
2024-12-27 トフィルシン錠50 50mg,トフィルシン錠50 50mg
2023-01-25 トフィルシン錠50 50mg,トフィルシン錠50 50mg
2024-06-15 トフィルシン錠50 50mg,トフィルシン錠50 50mg
ドラール錠15 15mg,ドラール錠15 15mg
2023-11-11 ドラール錠15 15mg,ドラール錠15 15mg
2024-12-17 ドラール錠15 15mg,ドラール錠15 15mg
2023-04-26 ドラール錠15 15mg,ドラール錠15 15mg
